sequence_id	superfamily	classification	length	original_header
ATEnSpm7	CMC-EnSpm	DNA/CMC-EnSpm	1675	ATEnSpm7#DNA/CMC-EnSpm RBRM:ATENSPM7 cds_range:1111-7901 exons:1111-1142;1226-2135;2228-2904;2997-3623;3711-3736;3802-3996;4075-4185;4349-4861;5148-5493;5575-5779;6023-6131;6206-6458;6539-6578;6665-6965;7060-7520;7667-7901 from RepBase [Arabidopsis]
ATENSPM10	CMC-EnSpm	DNA/CMC-EnSpm	1515	ATENSPM10#DNA/CMC-EnSpm RBRM:ATENSPM10 stops:1 cds_range:1227-7742 exons:1227-2102;2192-2837;2912-3543;3690-3904;3962-4106;4222-4758;5202-5567;5637-5874;6079-6187;6257-6512;7022-7300;7485-7742 via genewise with ATEnSpm11#DNA/CMC-EnSpm [Arabidopsis]
ATEnSpm11	CMC-EnSpm	DNA/CMC-EnSpm	1499	ATEnSpm11#DNA/CMC-EnSpm RBRM:ATENSPM11 frameshifts:2 stops:2 cds_range:1283-7664 exons:1283-2163;2253-2913;2997-3642;3803-4002;4062-4183;4347-4886;5159-5505;5579-5818;6055-6152;6225-6484;6985-7236;7402-7664 Genewise with atenspm7 protein [Arabidopsis]
ATEnSpm12	CMC-EnSpm	DNA/CMC-EnSpm	1718	ATEnSpm12#DNA/CMC-EnSpm RBRM:ATENSPM12 cds_range:1574-8506 exons:1574-3233;3331-4232;4334-4444;4622-5125;5527-5576;5609-5905;5991-6195;6452-6560;6767-7019;7098-7137;7214-7511;7587-8092;8275-8506 genewise with ATEnSpm7 protein [Arabidopsis thaliana]
BREnSpm1	CMC-EnSpm	DNA/CMC-EnSpm	703	BREnSpm1#DNA/CMC-EnSpm RBRM:BRENSPM1 cds_range:435-2544 (fragment) [Brassica rapa]
CACTA-1_Mlaricis	CMC-EnSpm	DNA/CMC-EnSpm	687	CACTA-1_Mlaricis#DNA/CMC-EnSpm RBRM:CACTA-1_Mlaricis cds_range:1523-3584 [Melampsora laricis]
CACTA-1_Roryzae	CMC-EnSpm	DNA/CMC-EnSpm	818	CACTA-1_Roryzae#DNA/CMC-EnSpm RBRM:CACTA-1_Roryzae cds_range:2583-5037 [Rhizopus oryzae]
CACTA-2_Mlaricis	CMC-EnSpm	DNA/CMC-EnSpm	727	CACTA-2_Mlaricis#DNA/CMC-EnSpm RBRM:CACTA-2_Mlaricis cds_range:4852-7033 [Melampsora laricis]
CACTA_LP_p1	CMC-EnSpm	DNA/CMC-EnSpm	1212	CACTA_LP_p1#DNA/CMC-EnSpm RBRM:CACTA_LP frameshifts:7 stops:3 cds_range:1088-4719 via tfasty with EnSpm2_OS_p1 [Lolium perenne]
CACTA_LP_p2	CMC-EnSpm	DNA/CMC-EnSpm	648	CACTA_LP_p2#DNA/CMC-EnSpm RBRM:CACTA_LP frameshifts:2 stops:4 cds_range:6882-8828 via tfasty with EnSpm2_OS_p2 [Lolium perenne]
DOPPIA4_ZM	CMC-EnSpm	DNA/CMC-EnSpm	854	DOPPIA4_ZM#DNA/CMC-EnSpm RBRM:DOPPIA4_ZM cds_range:1514-4076 [Zea mays]
EN1_ZM	CMC-EnSpm	DNA/CMC-EnSpm	1025	EN1_ZM#DNA/CMC-EnSpm RBRM:EN1_ZM cds_range:1417-4611 exons:1417-4043;4162-4611 Via genewise with PSL,. [Zea mays]
ENS1_Cis	CMC-EnSpm	DNA/CMC-EnSpm	813	ENS1_Cis#DNA/CMC-EnSpm RBRM:ENS1_Cis cds_range:469-2908 [Ciona savignyi]
EnSpm1_PT	CMC-EnSpm	DNA/CMC-EnSpm	1158	EnSpm1_PT#DNA/CMC-EnSpm RBRM:ENSPM1_PT cds_range:1105-4877 exons:1105-3389;3477-3795;3898-3998;4105-4877 [Populus trichocarpa]
EnSpm1_SB_p1	CMC-EnSpm	DNA/CMC-EnSpm	1208	EnSpm1_SB_p1#DNA/CMC-EnSpm RBRM:EnSpm1_SB cds_range:1155-4779 [Sorghum bicolor]
EnSpm1_SB_p2	CMC-EnSpm	DNA/CMC-EnSpm	1177	EnSpm1_SB_p2#DNA/CMC-EnSpm RBRM:EnSpm1_SB cds_range:10094-14133 exons:10094-10414;10507-12927;13007-13271;13361-13472;13564-13649;13692-13827;13937-14133 via genewise with mRNA [Sorghum bicolor]
EnSpm1_TD	CMC-EnSpm	DNA/CMC-EnSpm	1060	EnSpm1_TD#DNA/CMC-EnSpm RBRM:EnSpm1_TD frameshifts:4 stops:1 cds_range:7116-10466 exons:7116-9701;9792-9957;10039-10466 via genewise with EnSpm-10_ZM_p1 and PRL [Triticum durum]
EnSpm1B_PT	CMC-EnSpm	DNA/CMC-EnSpm	299	EnSpm1B_PT#DNA/CMC-EnSpm RBRM:EnSpm1B_PT cds_range:1965-3106 exons:1965-2041;2131-2405;2484-2604;2679-3106 Fragment, via genewise with EnSpm2_PTr [Populus trichocarpa]
EnSpm2_HV	CMC-EnSpm	DNA/CMC-EnSpm	1123	EnSpm2_HV#DNA/CMC-EnSpm RBRM:EnSpm2_HV frameshifts:1 cds_range:557-3927 via tfasty with EnSpm-3_HV_p1 [Hordeum vulgare]
EnSpm2_MT	CMC-EnSpm	DNA/CMC-EnSpm	1064	EnSpm2_MT#DNA/CMC-EnSpm RBRM:ENSPM2_MT cds_range:2871-6063 [Medicago truncatula]
EnSpm2_OS_p1	CMC-EnSpm	DNA/CMC-EnSpm	1081	EnSpm2_OS_p1#DNA/CMC-EnSpm RBRM:ENSPM2_OS cds_range:612-3855 [Oryza sativa]
EnSpm2_OS_p2	CMC-EnSpm	DNA/CMC-EnSpm	591	EnSpm2_OS_p2#DNA/CMC-EnSpm RBRM:ENSPM2_OS frameshifts:1 cds_range:7261-9433 exons:7261-7989;8065-8396;8535-8985;9168-9433 via genewise with EnSpm3_OS_p2 [Oryza sativa]
EnSpm2_PTr	CMC-EnSpm	DNA/CMC-EnSpm	1589	EnSpm2_PTr#DNA/CMC-EnSpm RBRM:EnSpm2_PTr cds_range:4932-11866 exons:4932-7222;7296-7611;7683-7783;7892-8571;9950-10170;10217-10410;10725-11055;11136-11247;11337-11866 via genewise with ATEnSpm6, and based on mRNAs [Populus trichocarpa]
EnSpm2_SB_p1	CMC-EnSpm	DNA/CMC-EnSpm	1136	EnSpm2_SB_p1#DNA/CMC-EnSpm RBRM:EnSpm2_SB cds_range:1332-4740 [Sorghum bicolor]
EnSpm2_SB_p2	CMC-EnSpm	DNA/CMC-EnSpm	822	EnSpm2_SB_p2#DNA/CMC-EnSpm RBRM:EnSpm2_SB cds_range:8025-10628 exons:8025-9451;9588-10628 via genewise with SPMLIKE [Sorghum bicolor]
EnSpm2_TM_p2	CMC-EnSpm	DNA/CMC-EnSpm	733	EnSpm2_TM_p2#DNA/CMC-EnSpm RBRM:EnSpm2_TM stops:8 cds_range:8777-10976 via tfasty with EnSpm-4_HV_p2 [Triticum monococcum]
EnSpm2_ZM	CMC-EnSpm	DNA/CMC-EnSpm	854	EnSpm2_ZM#DNA/CMC-EnSpm RBRM:ENSPM2_ZM cds_range:1316-3878 [Zea mays]
EnSpm3_OS_p1	CMC-EnSpm	DNA/CMC-EnSpm	1073	EnSpm3_OS_p1#DNA/CMC-EnSpm RBRM:ENSPM3_OS cds_range:675-3894 (perhaps spliced to p2) EnSpom2_OS_p1 93% identical [Oryza sativa]
EnSpm3_SB_p2	CMC-EnSpm	DNA/CMC-EnSpm	791	EnSpm3_SB_p2#DNA/CMC-EnSpm RBRM:EnSpm3_SB frameshifts:2 cds_range:1578-4232 exons:1578-3062;3234-3629;3741-4232 via genewise with SPMLIKE_p2 [Sorghum bicolor]
EnSpm3_ZM	CMC-EnSpm	DNA/CMC-EnSpm	1058	EnSpm3_ZM#DNA/CMC-EnSpm RBRM:ENSPM3_ZM frameshifts:3 cds_range:1162-4333 via tfasty with EnSpm3_OS_p1 [Zea mays]
EnSpm4_OS_p1	CMC-EnSpm	DNA/CMC-EnSpm	1095	EnSpm4_OS_p1#DNA/CMC-EnSpm RBRM:ENSPM4_OS cds_range:594-3879 [Oryza sativa]
EnSpm4_OS_p2	CMC-EnSpm	DNA/CMC-EnSpm	721	EnSpm4_OS_p2#DNA/CMC-EnSpm RBRM:ENSPM4_OS stops:1 cds_range:7816-9979 [Oryza sativa]
EnSpm4_SB_p1	CMC-EnSpm	DNA/CMC-EnSpm	1173	EnSpm4_SB_p1#DNA/CMC-EnSpm RBRM:EnSpm4_SB cds_range:1337-4856 [Sorghum bicolor]
EnSpm4_SB_p2	CMC-EnSpm	DNA/CMC-EnSpm	750	EnSpm4_SB_p2#DNA/CMC-EnSpm RBRM:EnSpm4_SB cds_range:7711-9961 [Sorghum bicolor]
EnSpm4_ZM	CMC-EnSpm	DNA/CMC-EnSpm	1123	EnSpm4_ZM#DNA/CMC-EnSpm RBRM:ENSPM4_ZM stops:1 cds_range:7166-10535 via tfasty with EnSpm7_OS_p1 [Zea mays]
EnSpm5_OS_p1	CMC-EnSpm	DNA/CMC-EnSpm	1139	EnSpm5_OS_p1#DNA/CMC-EnSpm RBRM:ENSPM5_OS cds_range:548-3965 EnSpm6_OS close. [Oryza sativa]
EnSpm5_OS_p2	CMC-EnSpm	DNA/CMC-EnSpm	758	EnSpm5_OS_p2#DNA/CMC-EnSpm RBRM:ENSPM5_OS cds_range:5606-7880 EnSpm6_OS close. [Oryza sativa]
EnSpm5_SB_p1	CMC-EnSpm	DNA/CMC-EnSpm	1045	EnSpm5_SB_p1#DNA/CMC-EnSpm RBRM:EnSpm5_SB frameshifts:3 cds_range:2272-5526 exons:2272-4809;4867-5024;5086-5526 via genewise with EnSpm1_TD [Sorghum bicolor]
EnSpm6_SB_p1	CMC-EnSpm	DNA/CMC-EnSpm	1160	EnSpm6_SB_p1#DNA/CMC-EnSpm RBRM:EnSpm6_SB cds_range:1101-4581 [Sorghum bicolor]
EnSpm6_SB_p2	CMC-EnSpm	DNA/CMC-EnSpm	783	EnSpm6_SB_p2#DNA/CMC-EnSpm RBRM:EnSpm6_SB cds_range:6739-9088 [Sorghum bicolor]
EnSpm7_OS_p1	CMC-EnSpm	DNA/CMC-EnSpm	1150	EnSpm7_OS_p1#DNA/CMC-EnSpm RBRM:ENSPM7_OS cds_range:1015-4465 [Oryza sativa]
EnSpm7_OS_p2	CMC-EnSpm	DNA/CMC-EnSpm	711	EnSpm7_OS_p2#DNA/CMC-EnSpm RBRM:ENSPM7_OS frameshifts:1 cds_range:7525-9730 exons:7525-9104;9160-9730 via tfasty with EnSpm5_OS_p2 [Oryza sativa]
EnSpm7_SB_p1	CMC-EnSpm	DNA/CMC-EnSpm	1121	EnSpm7_SB_p1#DNA/CMC-EnSpm RBRM:EnSpm7_SB cds_range:872-4235 [Sorghum bicolor]
EnSpm7_SB_p2	CMC-EnSpm	DNA/CMC-EnSpm	845	EnSpm7_SB_p2#DNA/CMC-EnSpm RBRM:EnSpm7_SB cds_range:7041-9729 exons:7041-8548;8701-9729 via genewise with EnSpm2_SB_p2 [Sorghum bicolor]
EnSpm8_SB	CMC-EnSpm	DNA/CMC-EnSpm	1102	EnSpm8_SB#DNA/CMC-EnSpm RBRM:EnSpm8_SB cds_range:2315-5869 exons:2315-4575;4663-4951;5030-5124;5202-5869 via genewise with EnSpm2_OS_p1, Maybe connected to p2-like exons around 6574-6816 and 8977-9213 [Sorghum bicolor]
EnSpm11_SB_p2	CMC-EnSpm	DNA/CMC-EnSpm	747	EnSpm11_SB_p2#DNA/CMC-EnSpm RBRM:EnSpm11_SB cds_range:7154-9395 [Sorghum bicolor]
EnSpm12_SB_p1	CMC-EnSpm	DNA/CMC-EnSpm	1150	EnSpm12_SB_p1#DNA/CMC-EnSpm RBRM:EnSpm12_SB cds_range:3191-6720 exons:3191-5727;5806-6720 via genewise with EnSpm-10_ZM_p1 [Sorghum bicolor]
EnSpm12_SB_p2	CMC-EnSpm	DNA/CMC-EnSpm	478	EnSpm12_SB_p2#DNA/CMC-EnSpm RBRM:EnSpm12_SB cds_range:6795-8655 exons:6795-7345;7422-7583;7767-7928;8019-8193;8267-8655 via genewise with EnSpm5_SB_p2 [Sorghum bicolor]
EnSpm-1_AA	CMC-EnSpm	DNA/CMC-EnSpm	666	EnSpm-1_AA#DNA/CMC-EnSpm RBRM:EnSpm-1_AA cds_range:7951-9949 [Aedes aegypti]
EnSpm-1_ADi	CMC-EnSpm	DNA/CMC-EnSpm	1155	EnSpm-1_ADi#DNA/CMC-EnSpm RBRM:EnSpm-1_ADi cds_range:1155-5559 exons:1155-2042;2981-5559 via genewise with EnSpm-18_HMa [Acropora digitifera]
EnSpm-1_AIp_tp	CMC-EnSpm	DNA/CMC-EnSpm	1145	EnSpm-1_AIp_tp#DNA/CMC-EnSpm RBRM:EnSpm-1_AIp frameshifts:1 cds_range:1455-4981 exons:1455-4059;4151-4981 via genewise with EnSpm_MT [Arachis ipaensis]
EnSpm-1_AP	CMC-EnSpm	DNA/CMC-EnSpm	661	EnSpm-1_AP#DNA/CMC-EnSpm RBRM:EnSpm-1_AP stops:1 cds_range:10-1993 via tfasty with EnSpm-6_DR [Acyrthosiphon pisum]
EnSpm-1_BDi	CMC-EnSpm	DNA/CMC-EnSpm	880	EnSpm-1_BDi#DNA/CMC-EnSpm RBRM:EnSpm-1_BDi cds_range:33-2673 [Brachypodium distachyon]
EnSpm-1_BF	CMC-EnSpm	DNA/CMC-EnSpm	737	EnSpm-1_BF#DNA/CMC-EnSpm RBRM:EnSpm-1_BF cds_range:3166-5377 (may have more exons) [Branchiostoma floridae]
EnSpm-1_CCri_3p	CMC-EnSpm	DNA/CMC-EnSpm	473	EnSpm-1_CCri_3p#DNA/CMC-EnSpm RBRM:EnSpm-1_CCri rev:1 cds_range:11292-9873 [Chondrus crispus]
EnSpm-1_CCri_tp	CMC-EnSpm	DNA/CMC-EnSpm	1310	EnSpm-1_CCri_tp#DNA/CMC-EnSpm RBRM:EnSpm-1_CCri cds_range:5830-9760 [Chondrus crispus]
EnSpm-1_CGi	CMC-EnSpm	DNA/CMC-EnSpm	824	EnSpm-1_CGi#DNA/CMC-EnSpm RBRM:EnSpm-1_CGi cds_range:12-2484 [Crassostrea gigas]
EnSpm-1_Cia_tp	CMC-EnSpm	DNA/CMC-EnSpm	1452	EnSpm-1_Cia_tp#DNA/CMC-EnSpm RBRM:EnSpm-1_Cia cds_range:2123-8093 exons:2123-4356;4452-4761;4843-4949;5031-5575;5968-6190;6290-6529;6799-7018;7261-7366;7623-7923;8014-8093 Genscan prediction, probably merger of transposase and p2 (partly confirmed with genewise) [Cicer arietinum]
EnSpm-1_DDi	CMC-EnSpm	DNA/CMC-EnSpm	839	EnSpm-1_DDi#DNA/CMC-EnSpm RBRM:EnSpm-1_DDi cds_range:998-3515 [Dictyostelium discoideum]
EnSpm-1_FV_tp	CMC-EnSpm	DNA/CMC-EnSpm	1125	EnSpm-1_FV_tp#DNA/CMC-EnSpm RBRM:EnSpm-1_FV cds_range:924-4454 exons:924-3190;3266-3639;3718-4454 via genewise with EnSpm-1_Mad [Fragaria vesca]
EnSpm-1_GM	CMC-EnSpm	DNA/CMC-EnSpm	1065	EnSpm-1_GM#DNA/CMC-EnSpm RBRM:EnSpm-1_GM cds_range:700-3895 [Glycine max]
EnSpm-1_GR	CMC-EnSpm	DNA/CMC-EnSpm	794	EnSpm-1_GR#DNA/CMC-EnSpm RBRM:EnSpm-1_GR cds_range:2938-5320 [Gossypium raimondii]
EnSpm-1_HM	CMC-EnSpm	DNA/CMC-EnSpm	347	EnSpm-1_HM#DNA/CMC-EnSpm RBRM:EnSpm-1_HM stops:1 cds_range:1634-2675 via tfasty with EnSpm-2_HM_p1 (fragment) [Hydra vulgaris]
EnSpm-1_HV_p1	CMC-EnSpm	DNA/CMC-EnSpm	794	EnSpm-1_HV_p1#DNA/CMC-EnSpm RBRM:EnSpm-1_HV cds_range:3034-5416 (may have more exons) [Hordeum vulgare]
EnSpm-1_LU	CMC-EnSpm	DNA/CMC-EnSpm	858	EnSpm-1_LU#DNA/CMC-EnSpm RBRM:EnSpm-1_LU cds_range:1356-3930 [Linum usitatissimum]
EnSpm-1_Mad	CMC-EnSpm	DNA/CMC-EnSpm	1121	EnSpm-1_Mad#DNA/CMC-EnSpm RBRM:EnSpm-1_Mad cds_range:568-4151 exons:568-2795;2896-3293;3412-4151 via genewise with EnSpm2_PTr [Malus domestica]
EnSpm-1_MN	CMC-EnSpm	DNA/CMC-EnSpm	843	EnSpm-1_MN#DNA/CMC-EnSpm RBRM:EnSpm-1_MN cds_range:1702-4231 [Morus notabilis]
EnSpm-1_NGr	CMC-EnSpm	DNA/CMC-EnSpm	1158	EnSpm-1_NGr#DNA/CMC-EnSpm RBRM:EnSpm-1_NGr cds_range:249-3723 [Naegleria gruberi]
EnSpm-1_NV	CMC-EnSpm	DNA/CMC-EnSpm	794	EnSpm-1_NV#DNA/CMC-EnSpm RBRM:EnSpm-1_NV cds_range:4406-6788 [Nematostella vectensis]
EnSpm-1_NVi	CMC-EnSpm	DNA/CMC-EnSpm	618	EnSpm-1_NVi#DNA/CMC-EnSpm RBRM:EnSpm-1_NVi frameshifts:2 cds_range:1706-3558 via tfasty with EnSpm-1_AA [Nasonia vitripennis]
EnSpm-1_PGr	CMC-EnSpm	DNA/CMC-EnSpm	801	EnSpm-1_PGr#DNA/CMC-EnSpm RBRM:EnSpm-1_PGr cds_range:256-2659 [Puccinia graminis f. sp. tritici crl 75-36-700-3]
EnSpm-1_PSt_tp	CMC-EnSpm	DNA/CMC-EnSpm	623	EnSpm-1_PSt_tp#DNA/CMC-EnSpm RBRM:EnSpm-1_PSt cds_range:106-1975 [Puccinia striiformis]
EnSpm-1_TA	CMC-EnSpm	DNA/CMC-EnSpm	1189	EnSpm-1_TA#DNA/CMC-EnSpm RBRM:EnSpm-1_TA frameshifts:2 stops:4 cds_range:1032-4597 via tfasty with CACTA_LP_p1 [Triticum aestivum]
EnSpm-1_TM_p1	CMC-EnSpm	DNA/CMC-EnSpm	1139	EnSpm-1_TM_p1#DNA/CMC-EnSpm RBRM:EnSpm-1_TM frameshifts:1 stops:1 cds_range:2990-6406 via tfasty with EnSpm2_OS_p1 [Triticum monococcum]
EnSpm-1_TM_p2	CMC-EnSpm	DNA/CMC-EnSpm	577	EnSpm-1_TM_p2#DNA/CMC-EnSpm RBRM:EnSpm-1_TM frameshifts:2 stops:2 cds_range:9306-10992 via tfasty with CACTA_LP_p2 [Triticum monococcum]
EnSpm-2_BDi	CMC-EnSpm	DNA/CMC-EnSpm	1141	EnSpm-2_BDi#DNA/CMC-EnSpm RBRM:EnSpm-2_BDi cds_range:837-4260 [Brachypodium distachyon]
EnSpm-2_BF	CMC-EnSpm	DNA/CMC-EnSpm	767	EnSpm-2_BF#DNA/CMC-EnSpm RBRM:EnSpm-2_BF cds_range:5809-8110 (may have more exons) [Branchiostoma floridae]
EnSpm-2_CGi	CMC-EnSpm	DNA/CMC-EnSpm	645	EnSpm-2_CGi#DNA/CMC-EnSpm RBRM:EnSpm-2_CGi cds_range:1515-3450 [Crassostrea gigas]
EnSpm-2_Cia_p2	CMC-EnSpm	DNA/CMC-EnSpm	669	EnSpm-2_Cia_p2#DNA/CMC-EnSpm RBRM:EnSpm-2_Cia cds_range:6941-11643 exons:6941-7222;7317-7527;7606-7855;8864-9431;9508-9732;9821-9986;11182-11249;11352-11470;11517-11643 via genscan and genewise with EnSpm7_OS_p2 [Cicer arietinum]
EnSpm-2_Cia_tp	CMC-EnSpm	DNA/CMC-EnSpm	1058	EnSpm-2_Cia_tp#DNA/CMC-EnSpm RBRM:EnSpm-2_Cia cds_range:3584-6758 [Cicer arietinum]
EnSpm-2_GM_tp	CMC-EnSpm	DNA/CMC-EnSpm	1064	EnSpm-2_GM_tp#DNA/CMC-EnSpm RBRM:EnSpm-2_GM cds_range:3601-6793 [Glycine max]
EnSpm-2_HM_p1	CMC-EnSpm	DNA/CMC-EnSpm	608	EnSpm-2_HM_p1#DNA/CMC-EnSpm RBRM:EnSpm-2_HM cds_range:1064-2888 (may have more exons) [Hydra vulgaris]
EnSpm-2_Mad	CMC-EnSpm	DNA/CMC-EnSpm	1124	EnSpm-2_Mad#DNA/CMC-EnSpm RBRM:EnSpm-2_Mad cds_range:1463-5115 exons:1463-3729;3819-4128;4217-4323;4424-5115 via genewise with EnSpm2_MT [Malus domestica]
EnSpm-2_NV	CMC-EnSpm	DNA/CMC-EnSpm	790	EnSpm-2_NV#DNA/CMC-EnSpm RBRM:EnSpm-2_NV cds_range:4136-6506 [Nematostella vectensis]
EnSpm-2_NVi	CMC-EnSpm	DNA/CMC-EnSpm	710	EnSpm-2_NVi#DNA/CMC-EnSpm RBRM:EnSpm-2_NVi cds_range:136-2266 Probably a fragment. [Nasonia vitripennis]
EnSpm-2_PGr	CMC-EnSpm	DNA/CMC-EnSpm	735	EnSpm-2_PGr#DNA/CMC-EnSpm RBRM:EnSpm-2_PGr frameshifts:1 cds_range:6758-9409 exons:6758-7208;7653-9409 Fragment via genewise with EnSpm-4_PGr [Puccinia graminis f. sp. tritici crl 75-36-700-3]
EnSpm-2_SIn	CMC-EnSpm	DNA/CMC-EnSpm	825	EnSpm-2_SIn#DNA/CMC-EnSpm RBRM:EnSpm-2_SIn cds_range:3619-6094 [Solenopsis invicta]
EnSpm-3_ADi	CMC-EnSpm	DNA/CMC-EnSpm	1284	EnSpm-3_ADi#DNA/CMC-EnSpm RBRM:EnSpm-3_ADi frameshifts:2 stops:1 cds_range:1177-6452 exons:1177-2067;2403-2628;3073-4085;4383-4586;4932-6452 via genewise with EnSpm-1_ADi [Acropora digitifera]
EnSpm-3_BF	CMC-EnSpm	DNA/CMC-EnSpm	1078	EnSpm-3_BF#DNA/CMC-EnSpm RBRM:EnSpm-3_BF cds_range:5707-8941 [Branchiostoma floridae]
EnSpm-3_Cia_p2	CMC-EnSpm	DNA/CMC-EnSpm	681	EnSpm-3_Cia_p2#DNA/CMC-EnSpm RBRM:EnSpm-3_Cia cds_range:5438-8938 exons:5438-5572;5726-5804;5890-6100;6191-6284;6373-6490;6577-6904;7030-7237;7366-7435;7515-7940;8300-8411;8499-8581;8659-8755;8844-8938 genscan prediction [] [Cicer arietinum]
EnSpm-3_Cia_tp	CMC-EnSpm	DNA/CMC-EnSpm	1075	EnSpm-3_Cia_tp#DNA/CMC-EnSpm RBRM:EnSpm-3_Cia frameshifts:1 cds_range:794-4020 via tfasty with EnSpm-13_VV_tp [Cicer arietinum]
EnSpm-3_GM_tp	CMC-EnSpm	DNA/CMC-EnSpm	1082	EnSpm-3_GM_tp#DNA/CMC-EnSpm RBRM:EnSpm-3_GM cds_range:5586-9054 exons:5586-7873;7919-8258;8356-8456;8534-9054 via genewise with EnSpm-2_Mad [Glycine max]
EnSpm-3_HM_p1	CMC-EnSpm	DNA/CMC-EnSpm	858	EnSpm-3_HM_p1#DNA/CMC-EnSpm RBRM:EnSpm-3_HM frameshifts:1 cds_range:252-2827 via tfasty with EnSpm-2_DR_p1 [Hydra vulgaris]
EnSpm-3_HV_p1	CMC-EnSpm	DNA/CMC-EnSpm	1105	EnSpm-3_HV_p1#DNA/CMC-EnSpm RBRM:EnSpm-3_HV cds_range:553-3868 [Triticeae]
EnSpm-3_HV_p2	CMC-EnSpm	DNA/CMC-EnSpm	796	EnSpm-3_HV_p2#DNA/CMC-EnSpm RBRM:EnSpm-3_HV cds_range:7673-10061 (may have more exons) [Triticeae]
EnSpm-3_Mad	CMC-EnSpm	DNA/CMC-EnSpm	767	EnSpm-3_Mad#DNA/CMC-EnSpm RBRM:EnSpm-3_Mad Probably a fragment. [Malus domestica]
EnSpm-3_MN	CMC-EnSpm	DNA/CMC-EnSpm	822	EnSpm-3_MN#DNA/CMC-EnSpm RBRM:EnSpm-3_MN cds_range:800-3266 [Morus notabilis]
EnSpm-3_NVe	CMC-EnSpm	DNA/CMC-EnSpm	1260	EnSpm-3_NVe#DNA/CMC-EnSpm RBRM:EnSpm-3_NVe cds_range:1112-5590 exons:1112-2011;2165-2393;2512-3509;3748-3952;4138-5590 via genewise with EnSpm-1_ADi [Nematostella vectensis]
EnSpm-3_PGr	CMC-EnSpm	DNA/CMC-EnSpm	777	EnSpm-3_PGr#DNA/CMC-EnSpm RBRM:EnSpm-3_PGr cds_range:6783-9831 exons:6783-7035;7752-9831 via genewise with EnSpm-4_PGr, 1 intron [Puccinia graminis f. sp. tritici crl 75-36-700-3]
EnSpm-3_VV	CMC-EnSpm	DNA/CMC-EnSpm	1078	EnSpm-3_VV#DNA/CMC-EnSpm RBRM:EnSpm-3_VV frameshifts:1 cds_range:4946-8344 exons:4946-7410;7500-7617;7689-8344 via genewise with EnSpm-5_FV [Vitis vinifera]
EnSpm-4_ADi	CMC-EnSpm	DNA/CMC-EnSpm	1057	EnSpm-4_ADi#DNA/CMC-EnSpm RBRM:EnSpm-4_ADi frameshifts:2 stops:1 cds_range:1133-5092 exons:1133-2027;2362-2587;2872-4037;4205-5092 via genewise with EnSpm-1_ADi [Acropora digitifera]
EnSpm-4_DR_p1	CMC-EnSpm	DNA/CMC-EnSpm	812	EnSpm-4_DR_p1#DNA/CMC-EnSpm RBRM:EnSpm-4_DR cds_range:5978-8414 (may have more exons) [Danio rerio]
EnSpm-4_GM_tp	CMC-EnSpm	DNA/CMC-EnSpm	1101	EnSpm-4_GM_tp#DNA/CMC-EnSpm RBRM:EnSpm-4_GM cds_range:4359-7904 exons:4359-6595;6680-6992;7077-7183;7255-7904 via genewise with EnSpm-2_Mad [Glycine max]
EnSpm-4_HM	CMC-EnSpm	DNA/CMC-EnSpm	694	EnSpm-4_HM#DNA/CMC-EnSpm RBRM:EnSpm-4_HM cds_range:2861-4943 [Hydra vulgaris]
EnSpm-4_HV_p1	CMC-EnSpm	DNA/CMC-EnSpm	1158	EnSpm-4_HV_p1#DNA/CMC-EnSpm RBRM:EnSpm-4_HV cds_range:1253-4727 (EnSpm2_TM coding region very similar and broken up) [Triticeae]
EnSpm-4_HV_p2	CMC-EnSpm	DNA/CMC-EnSpm	785	EnSpm-4_HV_p2#DNA/CMC-EnSpm RBRM:EnSpm-4_HV cds_range:7706-10061 (may have more exons) [Triticeae]
EnSpm-4_NVe	CMC-EnSpm	DNA/CMC-EnSpm	1256	EnSpm-4_NVe#DNA/CMC-EnSpm RBRM:EnSpm-4_NVe cds_range:1016-4784 [Nematostella vectensis]
EnSpm-4_PGr	CMC-EnSpm	DNA/CMC-EnSpm	806	EnSpm-4_PGr#DNA/CMC-EnSpm RBRM:EnSpm-4_PGr cds_range:1862-4280 [Puccinia graminis]
EnSpm-4_VV_tp	CMC-EnSpm	DNA/CMC-EnSpm	1073	EnSpm-4_VV_tp#DNA/CMC-EnSpm RBRM:EnSpm-4_VV cds_range:1407-4792 exons:1407-3874;3961-4067;4146-4792 via genewise with EnSpm-5_FV [Vitis vinifera]
EnSpm-5_FV	CMC-EnSpm	DNA/CMC-EnSpm	1092	EnSpm-5_FV#DNA/CMC-EnSpm RBRM:EnSpm-5_FV cds_range:229-3732 exons:229-2681;2796-2902;3014-3732 via genewise with EnSpm2_MT [Fragaria vesca]
EnSpm-5_HM	CMC-EnSpm	DNA/CMC-EnSpm	660	EnSpm-5_HM#DNA/CMC-EnSpm RBRM:EnSpm-5_HM cds_range:286-2266 [Hydra vulgaris]
EnSpm-5_NVe	CMC-EnSpm	DNA/CMC-EnSpm	1287	EnSpm-5_NVe#DNA/CMC-EnSpm RBRM:EnSpm-5_NVe cds_range:1061-5226 exons:1061-1794;1926-2428;2600-5226 via genewise with EnSpm-18_HMa [Nematostella vectensis]
